"ffr";"ffrb";"cpit";"cpit1";"cpit2";"cpit3";"cpit4";"cpit5";"cpit6";"cpit7";"cpit8";"coret";"coret1";"coret2";"coret3";"coret4";"coret5";"coret6";"coret7";"coret8";"deflt";"deflt1";"deflt2";"deflt3";"deflt4";"deflt5";"deflt6";"deflt7";"deflt8";"rev_cpi";"rev_cpi_fe";"rev_defl";"rev_pce";"rev_pce_fe";"layoffs";"employment_fluct";"realtime_gap";"expost_gap";"spread_baa";"spread_sp_3m";"base";"m1";"m2";"surplus_gdp";"debt_growth";"debt_gdp";"debt_fed";"debt_fed_share";"spf_cpi_h1_iqr";"spf_cpi_h1_sd";"spf_cpi_h1_mean";"spf_corecpi_h1_iqr";"spf_corecpi_h1_sd";"spf_corecpi_h1_mean";"spf_pce_h1_iqr";"spf_pce_h1_sd";"spf_pce_h1_mean";"spf_corepce_h1_iqr";"spf_corepce_h1_sd";"spf_corepce_h1_mean"
2.6;3.32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.23077;0.9901;1.43701;2.83426;1.5681;NA;-0.00999999999999979;NA;-1.19560947795237;NA;-4.41304407548811;50.218;140.9;306.5;-0.0991220803567188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1.98;2.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.36008;0.65574;1.35057;2.62995;1.35391;NA;0.79;NA;-3.35602044976947;NA;0.432745582526081;50.048;140.8;310.9;-0.199818164546052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.02;1.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.46209;0.98039;1.15537;2.29955;1.28419;NA;1.29;NA;-3.65081682092055;NA;1.4157369002865;48.635;141.5;316.3;0.598178049600772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1.73;2.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.77676;0.9772;1.13513;3.26778;1.28993;NA;1.49;NA;-2.79269080505736;NA;-2.51588305206025;48.608;142.6;322.1;-0.730729107365565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1.88;1.73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.24958;1.63399;1.03393;3.32534;1.3509;NA;1.29;NA;-2.11139888479234;NA;-1.23929089565795;49.383;143.4;327.6;-0.533357950401508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.33;1.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.67092;1.62866;1.05353;6.39132;1.1929;NA;0.69;NA;-1.08887078278714;NA;-0.135270798054144;50.599;144.7;333.3;-0.493415913335535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.85;2.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1059;1.2945;1.35811;5.85626;1.5643;NA;0.0999999999999996;NA;-0.288279942624908;NA;-3.66501954757646;50.156;145.6;340.2;0.392149098821159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.68;2.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.23995;1.29032;1.27544;5.74275;1.4812;NA;0;NA;-0.239410790345482;NA;-10.6956197602425;50.605;146.6;347.4;-0.395669317308906;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.9;2.68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.46765;1.28617;1.22124;7.07451;1.29482;NA;0.0899999999999999;NA;-0.338572766654959;NA;-1.92719450838076;51.27;146.5;352.8;-0.362726960165234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.93;2.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.23292;1.28205;1.08763;6.00737;1.23316;NA;-0.00999999999999979;NA;-1.01227917752679;NA;1.0086401468753;51.718;147.3;359.9;-0.555455166736831;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.98;2.93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.12695;1.27796;1.00914;4.88963;1.06463;NA;0.27;NA;-1.01162857306525;NA;-1.12555707462781;51.285;148.8;367.9;0.614757704831029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2.99;2.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.32406;1.27389;1.0131;5.8742;1.1849;NA;0.16;NA;-0.823352784544779;NA;-1.56664949896809;51.795;150.2;375.9;-0.372008657099012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.48;2.99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.98619;1.26984;0.92722;4.49499;1.26215;NA;-0.0499999999999998;NA;-0.00338973554460148;NA;-2.18879449596665;52.759;151.7;383.6;-0.510779304323705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.38;3.48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.64582;1.58228;1.54978;5.6402;1.64207;NA;0.04;NA;-0.397473194248192;NA;-1.99120003667219;53.935;153.2;391;-0.410540115061286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.43;3.38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.40937;1.57729;1.42643;7.19233;1.72718;NA;-0.0700000000000003;NA;0.666264663962285;NA;-1.8153336940534;53.847;154.2;397.5;0.580140977395001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.5;3.43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.30676;1.57233;1.50163;7.79901;1.52765;NA;-0.39;NA;0.772309444399251;NA;-2.35543580020746;54.422;155.2;404.3;-0.425369357712835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.45;3.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.17188;1.25392;1.78759;8.11091;1.45327;NA;-0.6;NA;1.04785664466978;NA;-2.49914188313845;55.58;157.8;413.5;-0.51553249161674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.85;3.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.19819;1.24611;1.42732;6.68016;1.31989;NA;-0.62;NA;0.318958653999263;NA;-3.45505390272882;56.895;159.8;421.9;-0.381045715029092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.04;3.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.19586;1.24224;1.61432;7.82803;1.18797;NA;-0.739999999999999;NA;1.68408894022524;NA;-3.33998889957241;56.781;161;430.4;0.675425686027675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.04;4.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.93486;1.23839;1.82334;5.80238;1.19534;NA;-0.96;NA;1.97662519803651;NA;-4.66872309251838;57.338;162;437.5;-0.213753557210136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.01;4.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.73745;1.54799;1.81601;8.48514;1.32267;NA;-1.29;NA;2.93563555075927;NA;-1.6326423507591;58.391;163.8;446.1;-0.472477611945781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.32;4.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.92;1.53846;2.04048;9.6537;1.45381;NA;-1.61;3.75976797878319;4.22771522253006;NA;-3.26711715661258;59.924;166.8;455.8;-0.526739354592613;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.65;4.32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.77866;1.53374;2.18644;9.63356;1.55844;NA;-1.84;4.39727562692762;5.64682070751513;NA;-5.78447539145491;60.068;169.7;464.6;0.178699271684623;NA;40.25934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.17;4.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.43594;2.44648;2.56809;9.27031;2.25365;NA;-1.96;4.89821236326847;4.90047240179015;NA;-6.31098726454104;60.748;171.6;470.2;0.328798654764084;-1.53888793513417;39.16197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.4;5.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.57369;3.04878;3.15604;8.24127;2.64176;NA;-1.98;4.52942930347706;4.46080094402243;NA;-8.42376668584705;62.052;171;473;-0.76888394609112;2.70003684391948;39.56491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.4;5.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3595;3.33333;3.33103;6.55419;3.08166;NA;-2.08;4.16745283295002;4.15802649167579;NA;-3.60771819794588;63.26;171.5;477.7;-0.401320765490231;1.39773889172101;39.44583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.53;5.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;2.54817;3.62538;3.09354;4.39353;3.09974;4.27010923535253;-1.98;3.79916213174008;3.89463822427213;NA;-0.647126042462206;63.433;173.2;485.5;0.50721947662114;0.49313558450006;39.1169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.98;4.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.8;2.8;NA;NA;NA;NA;NA;NA;NA;2.84126;3.28358;2.77037;6.57287;2.88798;4.85581905748948;-1.98;2.58917975179252;2.77601025689729;NA;-3.49779293740197;63.554;175.6;497.1;0.441135426553066;-2.46372427194306;37.94019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.99;3.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7;3.7;NA;NA;NA;NA;NA;NA;NA;2.59542;3.5503;2.75405;5.38885;3.10159;4.65003632840882;-1.98;2.0569773657875;2.45906178865603;NA;-2.13929354328051;64.915;179.5;510.6;-1.01420812832339;3.94805892502994;38.75959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.51;3.99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7;3.5;NA;NA;NA;NA;NA;NA;NA;3.28068;3.81232;3.00806;6.73975;3.144;4.12556861685358;-1.88;1.94636863063344;2.09071930597759;NA;-4.83282366134334;66.722;182.4;521.4;-0.713162010348972;2.57655398045067;39.0243;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.05;4.51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;3.93939;4.37318;3.7215;9.72614;4.00377;3.99672155577081;-2.08;1.93618925370381;2.98380919619311;NA;-7.29008985797418;67.477;184.8;530.3;-0.613109172455654;1.38591774249921;38.35579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6.07;5.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7;4;NA;NA;NA;NA;NA;NA;NA;4.2042;4.62428;4.28768;9.71429;4.40735;3.78116507148765;-2.19;2.24615102493307;3.52396282022217;NA;-2.22226775035875;68.301;188;539.1;-0.600393049702775;-1.18128947993998;36.88669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.78;6.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.6;3.6;NA;NA;NA;NA;NA;NA;NA;4.46429;4.85714;4.3176;10.16851;4.54412;3.72696265718092;-2.3;2.27032079934662;3.09398605787551;NA;-4.18138064891349;69.878;191.7;549.5;-0.288617132815845;2.67801729682926;37.24934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6.02;5.78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;3.7;3.4;NA;NA;NA;NA;NA;NA;4.70588;5.08475;4.64444;9.77558;4.71958;3.56459468862345;-2.41;2.45857882199791;2.41421889201712;NA;-5.20586979288226;71.899;195.8;562.3;-0.210876289843968;0.92204050668272;36.9053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6.79;6.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;3.9;4.8;3.5;NA;NA;NA;NA;NA;5.24781;5.58659;4.56875;8.22169;4.66059;3.58060303382558;-2.42;2.21356785237434;2.89805899769711;NA;-6.85288375152288;72.204;199.3;571.9;0.14082342411696;0.422813576271963;36.12007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8.9;6.79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.3;5;3.7;NA;NA;NA;NA;NA;NA;5.4755;5.8011;4.79906;8.06394;4.65994;3.42597199516668;-2.44;1.66411532640106;2.18149450740307;NA;-7.47178125923158;73.076;200.9;576.9;0.622464435151627;-1.86715622080218;34.89308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9.15;8.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.1;3.8;3.5;3.2;NA;NA;NA;NA;NA;5.69801;5.99455;5.2352;7.96414;4.68706;3.67642909542351;-2.25;0.93470740507435;1.82625988992089;NA;-8.62382938407541;73.759;201.8;580.6;-0.194849460278625;2.18344389781855;34.94956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8.97;9.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;3.9;3.5;4.3;3.1;NA;NA;NA;NA;5.89888;5.91398;5.10501;8.05613;4.78365;3.79625855598814;-2.26;0.325449359872427;0.450951153526615;NA;-7.73161665118297;75.586;203.5;585.6;-0.0170930147571013;2.06918788633885;35.38114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7.76;8.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;4;3.7;3.5;NA;NA;NA;NA;NA;6.09418;6.08466;5.49088;7.37663;4.65816;4.68651400204737;-1.68;-0.604229866694177;-0.572176925351691;NA;-8.10168215886;75.637;205.6;587.7;0.009526756613291;1.02157911976164;35.31059;55.8;14.9997177472467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7.6;7.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;4;3.5;3.2;2.8;NA;NA;NA;NA;6.01093;6.52742;5.61243;7.56191;4.63272;5.67538325347422;-1.09;-1.88172478965478;-1.17487163365818;NA;-13.6491196092578;76.614;207.2;591.7;-0.0971232969173166;-0.515564387434786;34.58467;57.7;15.59063373089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6.29;7.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3.6;4.2;3;NA;NA;NA;NA;NA;5.66038;6.16967;5.00229;7.49064;4.62423;5.41998929245682;-0.7;-2.86114648851692;-1.04601144045762;NA;-1.40448543418668;78.29;209.9;605.1;-0.669213282346178;2.29292123165123;34.79022;60;15.8445962004658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.9;6.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;4.9;3.8;3.6;3.4;NA;NA;NA;NA;5.57029;6.59898;5.03375;6.87831;4.95708;5.94136567809219;-0.11;-3.09193751492853;-2.77369594845745;NA;-2.38213982584738;79.715;213.7;621.3;-0.294434908253658;2.72991910771161;35.65475;62.1;15.9575288186289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.71;4.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.7;4;4.7;3.6;NA;NA;NA;NA;NA;4.43864;5.23691;5.15593;7.86481;4.97343;5.37095590311106;-0.0199999999999996;-4.42604852527426;-0.896886082696136;NA;-1.01174449541247;80.841;217.2;641.3;-0.378937607708699;0.642911133998858;34.42291;64.2;16.3914335610772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.91;3.71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.6;5.5;4.4;5.1;4.2;NA;NA;NA;NA;4.38144;4.90196;5.07623;8.28183;5.06934;5.33443852821759;-0.0299999999999994;-3.62760961108165;-1.06348947946766;NA;-4.78934849709677;82.313;221.8;666;-0.754865086564872;1.4289705530091;34.26949;65.5;16.4860749298398;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.55;4.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;2.2;3.9;1.6;NA;NA;NA;NA;NA;4.08163;4.11622;5.27972;8.18058;4.59442;5.66676932553126;0.0499999999999998;-3.31024115959387;-1.02310831010384;NA;-5.13180315785718;84.231;225.7;685.9;-0.613446812091354;3.69693756227036;34.9287;67.6;16.3971009149388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.14;5.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4;4;3.1;3.6;2.8;NA;NA;NA;NA;3.26633;3.09524;4.77094;9.45095;3.75404;5.18750434843109;-0.0699999999999994;-2.99131890051546;-1.4644998295671;NA;-2.98253611029251;85.66;227.8;704.4;-0.367095722610477;2.83687464646274;35.53421;70.2;16.5514899877632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3.83;4.14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.6;3.4;2.8;2.8;NA;NA;NA;NA;NA;3.5;3.31754;4.79266;9.86823;3.54713;4.76190476190476;-0.2;-2.52665457638784;-0.454977812269924;NA;-1.81195057827272;86.652;232.2;725.6;-0.509280671392827;0.754693972232801;34.63621;69.9;16.3568460069639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.46;3.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3.4;3.4;NA;NA;NA;NA;NA;NA;2.96296;2.80374;4.06357;8.8613;2.99652;4.73571729986524;-0.319999999999999;-2.0125999154343;1.10378476611885;NA;-3.78866131774649;88.442;236;743.8;-0.469221302099099;-0.212935746478315;33.57433;71.4;16.7434661789018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4.87;4.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3;2.9;4;3.5;4.2;4.5;NA;NA;NA;3.18627;3.02326;3.98539;9.57849;3.14281;5.10967637365606;-0.45;-0.288924693086912;1.28130820964295;NA;-3.17561488929117;90.122;241;768.8;-0.107184131093335;1.7460150361325;33.53946;69.7;16.0619063201412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.33;4.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.8;4.2;3.5;3.8;3.8;NA;NA;NA;NA;3.40633;3.00231;4.43841;10.67708;3.0684;4.2937174869948;-0.67;0.325261325453316;2.19574186517204;NA;-2.67198818320049;91.112;246.9;794.4;-0.267289533921739;3.29283766218538;33.66856;69.9;15.5862225819615;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7.09;5.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.7;3.9;4.2;4.5;NA;NA;NA;NA;NA;4.83092;3.21101;4.04233;11.16738;2.94884;3.86711243320083;-1.2;1.43111392261524;3.92687166808315;NA;-7.59681229444245;91.027;251.8;813.2;-0.346322909172915;2.23429746173878;33.21595;74.3;16.2012708076214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8.49;7.09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4.5;4.7;5.6;4.8;4.5;4.5;NA;NA;5.9952;3.18182;4.98489;10.86643;3.70533;4.05802016618186;-1.22;2.1571356527434;4.27933003717757;NA;-8.84387071961457;93.145;254.8;826.6;-0.366950356190102;-0.281464894097283;32.26006;75;16.4000026240004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10.78;8.49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.4;6.8;5.7;5;4.6;4.6;NA;NA;NA;7.36342;3.83747;5.99249;11.29712;4.29428;4.19876034129516;-1.34;1.80206918737309;2.87480753511891;NA;-7.01276650128939;95.876;257.7;838.2;-0.0291634813424641;0.718357736720421;32.05803;76.2;16.5431359012101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9.95;10.78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7.1;6.2;5;6;NA;NA;NA;NA;8.94118;4.70852;6.74525;8.78019;5.1265;4.36860155938909;-1.35;1.59106131323446;2.96889668042754;NA;-11.0246568553837;98.657;261;849;0.182934653148058;1.81980245924152;31.71407;78.5;16.7351350429464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9.35;9.95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.4;7.3;5.8;6.2;NA;NA;NA;NA;NA;10.13825;5.77778;7.52504;8.28339;6.30862;5.18167173796313;-1.06;0.896569318369926;1.21494768310912;NA;-8.86276907420751;99.681;265.3;864.7;-0.133282486618728;0.976302586457045;31.69128;79.5;16.7836596822716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11.93;9.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;7.5;7.5;6.1;5.3;NA;NA;NA;NA;10.85973;7.92952;8.4293;9.94325;7.72921;4.95478283021271;-0.97;-1.33876950151578;0.554773850739639;NA;-11.1078243114282;102.706;267.8;875.1;-0.277880735362099;0.118154690877681;30.9105;80.5;16.9747066327875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11.34;11.93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.5;8.9;8.4;7.2;6.7;7.4;NA;NA;NA;11.9469;10.21739;9.48435;9.86336;9.18105;5.58113505125792;-0.57;-2.59876023080119;-1.33398759951571;NA;-18.2792550558007;105.131;270.1;884.5;-0.0549464673860456;1.51326366490423;30.79616;81;16.8236178670976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8.53;11.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.9;8.4;7.8;7.8;7;6;5.5;NA;NA;12.09503;11.34904;10.51077;9.69945;10.05522;7.63730782021437;0.43;-3.9441633737967;-2.62707890288456;NA;-4.82534664871642;107.092;273.4;898;-0.227609370783317;2.29917840292515;30.7338;80.5;16.3397366156244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5.54;8.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.2;6.5;5.5;5.9;5;4.5;NA;NA;NA;10.46025;11.34454;10.90533;9.88597;9.96119;9.16249756351114;2.13;-6.33012374260741;-4.65439215968869;NA;0.76531149610743;106.316;275.1;915.1;-0.769673939546558;3.39144745308708;31.46912;81.4;15.9714632725018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
